_id,EKITALDIA/EJERCICIO,HILABETE/MES,ZENBAKIA/CODIGO,LERROA/LINEA,CREDITRANS/CREDITRANS,CREDITRANS F20/CREDITRANS F20,CREDITRANS F50/CREDITRANS F50,GIZATRANS/GIZATRANS,GIZATRANS 20/GIZATRANS 20,GIZATRANS 50/GIZATRANS 50,BBCARD 24/BBCARD 24,BBCARD 48/BBCARD 48,BBCARD 72/BBCARD 72,GAZTE 70/GAZTE 70,GAZTE 70 F20/GAZTE 70 F20,GAZTE 70 F50/GAZTE 70 F50,GORO/GORO,GORO F20/GORO F20,GORO F50/GORO F50,OHIKOA/OCASIONAL,FAMILIA UGARIA/FAMILIA NUMEROSA,6 URTETIK BEHERAKOAK/MENORES DE 6 ANOS,ITSU-MUP-EN GIDARI-LAGUN/ACOMPANANTE INVIDENTE-PMRS,METROA/METRO,T.M MATXURA/PUP AVERIADO,ENPRESA/EMPRESA,GUZTIRA/TOTAL
1,2023,10,A2610,GALDAKAO - UPV/EHU,8417,411,46,345,1,0,0,0,0,4153,454,2,1654,152,6,125,0,33,0,0,0,108,15907
2,2023,10,A2611,UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,4035,159,18,339,1,0,0,0,0,1978,254,4,762,88,10,57,0,25,2,0,0,121,7853
3,2023,10,A3613,BILBAO - UGAO MIRABALLES - OROZKO,19149,422,72,8360,18,0,0,0,0,519,48,10,586,71,2,1352,0,681,30,0,0,465,31785
4,2023,10,A3622,BILBAO - BASAURI - Artunduaga - San Miguel -ZARATAMO,6704,84,31,2130,8,0,0,0,0,244,10,7,148,14,17,402,0,268,0,0,0,124,10191
5,2023,10,A3631,BILBAO - GALDAKAO - LARRABETZU,24141,544,114,6431,3,5,0,0,0,1629,96,1,1217,169,27,1176,1,537,20,0,0,553,36664
6,2023,10,A3632,BILBAO - ETXEBARRI - BASAURI - San Miguel (Bego̱a),4317,147,44,1385,8,0,0,0,0,258,21,12,175,2,0,159,0,155,0,0,0,154,6837
7,2023,10,A3641,Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,31083,750,214,13181,21,3,0,0,0,1190,106,32,1221,59,11,1736,2,814,24,0,0,312,50759
8,2023,10,A3642,BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),12463,249,88,5618,21,6,0,0,0,535,93,3,264,41,24,462,0,301,13,0,0,192,20373
9,2023,10,A3911,BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,38981,1476,533,9759,39,7,1,0,1,3151,384,63,1819,250,123,1984,1,598,13,0,0,316,59499
10,2023,10,A3912,BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,36617,1122,397,9458,49,34,0,0,0,2111,211,91,1266,250,59,2289,2,611,11,0,0,415,54993
11,2023,10,A3913,Arrazola - DURANGO,8151,429,93,2633,1,0,0,0,1,1266,143,4,687,40,70,475,0,220,2,0,0,30,14245
12,2023,10,A3917,BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,27708,960,185,4938,28,1,0,0,0,1870,102,24,2530,157,81,1258,0,384,0,0,0,323,40549
13,2023,10,A3923,BILBAO - DURANGO - ELORRIO (Autopista),43037,1850,469,7022,135,1,0,1,1,3629,487,25,3031,221,175,2050,5,539,7,0,0,84,62769
14,2023,10,A3924,ERMUA - DURANGO - UPV/EHU,6790,669,35,179,0,0,0,0,0,5022,639,14,766,64,36,148,0,5,0,0,0,28,14395
15,2023,10,A3925,BILBAO - LEMOA - OTXANDIO - UBIDE,16744,517,103,3974,10,0,1,0,0,831,49,10,1360,31,18,736,2,267,2,0,0,233,24888
16,2023,10,A3926,BILBAO - ERMUA - EIBAR (Autopista),28170,723,123,2470,2,35,0,0,0,1441,191,88,642,58,31,2008,25,357,9,0,1,66,36440
17,2023,10,A3927,BILBAO - LEMOA - ZEANURI (Autopista),13231,680,82,1793,16,0,0,0,0,1045,99,32,1695,90,13,512,0,257,1,0,0,111,19657
18,2023,10,A3928,ARTEA - ZEBERIO - UGAO MIRABALLES,1474,16,0,758,0,0,0,0,0,1,4,0,36,2,0,108,0,13,0,0,0,2,2414
19,2023,10,A3930,BILBAO - GALDAKAO (Autopista),19360,472,17,3091,16,0,0,0,0,3084,234,30,2035,177,20,367,0,120,19,0,0,163,29205
20,2023,10,A3931,GARAI - DURANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,55
21,2023,10,A3932,GALDAKAO - Metro Bolueta,33240,872,35,11512,72,5,0,0,0,-2908,-100,-30,-2164,-91,-20,456,0,832,32,19347,0,360,61450
22,2023,10,A3933,BILBAO - DURANGO (Autopista),27263,1210,191,3577,51,0,0,0,1,4082,423,3,3031,364,111,771,0,234,10,0,0,58,41380
23,2023,10,A3512,BILBAO - LEKEITIO (Autopista),27572,1029,166,5159,26,,,,,2196,389,76,643,14,4,1510,0,282,14,0,0,146,39226
24,2023,10,A3513,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,11777,450,49,4097,12,2,,,,757,109,,536,20,4,844,0,125,6,0,0,95,18883
25,2023,10,A3514,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,36992,1302,156,5893,66,1,,,2,2656,198,1,3823,415,25,1128,0,264,8,0,0,212,53142
26,2023,10,A3515,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,59754,1725,259,13737,108,2,,,8,4074,435,7,4889,513,30,2622,2,542,21,0,0,331,89059
27,2023,10,A3523,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,8673,363,19,2873,51,,,,,709,24,,418,31,1,618,0,91,4,0,0,52,13927
28,2023,10,A3525,GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,4335,362,10,127,,3,,,,2143,334,,493,26,,73,0,4,0,0,0,32,7942
29,2023,10,A3526,MUNGIA - GERNIKA LUMO - IBARRANGELU,3614,89,10,735,,2,,,,62,28,,104,1,,255,0,12,0,0,0,33,4945
30,2023,10,A3532,GERNIKA LUMO - NABARNIZ,148,,,24,,,,,,,,,,,,6,0,0,0,0,0,0,178
